CITY,PRICE,STATE,COUNTY,ZIPCODE,LISTINGTYPE,PROPERTYTYPE,TOP_CHANNEL,RENTAL_TRANSACTIONTYPE,TOP_FINANCINGTYPE,LOG_PRICE,CONVERTED_FLAG,DOM_TO_MKT_RATIO,PSQFT_VS_MKT,RENT_TO_MKT_RATIO,SUPPLY_PRESSURE,DAYS_LISTED,LISTING_MONTH,IS_SPRING_LISTING,IS_SUMMER_LISTING,PRICE_REDUCTION_COUNT,HAS_PRICE_REDUCTION,PRICE_REDUCTION_PCT,INQUIRIES_PER_DOM,LOG_AVG_RESPONSETIMEHRS,LOG_AVG_FOLLOWUPCOUNT,GEO_CLUSTER,YEARBUILT_MISSING,LOTSIZE_MISSING
Austin,2500,TX,Travis,78754,Standard,Single Family,Zillow,Rental,Conventional,7.824445930877619,0,0.037037037037037035,0.0047615049768773695,0.9853031175750595,0.0,7,2,0,0,0,0,0.0,1.0,3.6054978451748854,0.6931471805599453,14,1,1
Austin,10200,TX,Travis,78705,Standard,Single Family,Walk-in,Rental,Conventional,9.23024103368252,0,0.011983223487118035,0.009829902215602137,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.655839600035736,0.6931471805599453,3,1,1
Austin,835,TX,Travis,78748,Standard,Condo,Agent Referral,Rental,Conventional,6.728628613084702,0,0.011544677903486492,0.004779928650262638,0.9853031175750595,0.2692307692307692,7,2,0,0,0,0,0.16080402010050251,1.0,3.4436180975461075,0.6931471805599453,3,1,1
Austin,1200,TX,Travis,78751,Standard,Condo,Walk-in,Rental,Conventional,7.0909098220799835,0,0.02654632333421821,0.00468917051699668,0.9853031175750595,0.3333333333333333,7,2,0,0,0,0,0.0,1.0,1.252762968495368,1.6094379124341003,3,0,1
Austin,5450,TX,Travis,78732,Standard,Single Family,Walk-in,Rental,Conventional,8.603554357064281,1,0.02872737719046251,0.0036014422262849724,0.9706422018348624,0.16666666666666666,7,2,0,0,0,0,0.0,1.0,3.543853682063679,1.3862943611198906,14,0,0
Austin,2125,TX,Travis,78758,Standard,Single Family,Zillow,Rental,Conventional,7.661997558901893,0,0.02003205128205128,0.006221208612494821,0.9853031175750595,0.3,7,2,0,0,0,0,0.06593406593406594,1.0,3.572345637857985,1.6094379124341003,14,0,0
Austin,725,TX,Travis,78724,Standard,Condo,Realtor.com,Rental,Conventional,6.587550014824796,0,0.012405408758218583,0.004077234633886825,0.9853031175750595,0.29292929292929293,7,2,0,0,0,0,0.271356783919598,1.0,3.4111477125153233,1.3862943611198906,3,1,1
Austin,1495,TX,Travis,78744,Standard,Single Family,Phone Call,Rental,Conventional,7.310550158534422,1,0.007142857142857143,0.0075708775938484974,0.9832775919732442,0.0,7,2,0,0,0,0,0.9912007062978222,2.0,3.6712245188752153,1.252762968495368,3,0,0
Austin,4500,TX,Travis,78727,Standard,Single Family,Agent Referral,Rental,Conventional,8.412054873292933,0,0.0072406053146043,0.014257969634707015,0.9853031175750595,0.15789473684210525,7,2,0,0,0,0,0.3485813549507817,1.0,3.109060958860994,1.0986122886681098,14,0,0
Austin,4295,TX,Travis,78705,Standard,Condo,Realtor.com,Rental,Conventional,8.3654396361887,0,0.011983223487118035,0.00880381887730217,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.763522997109702,0.6931471805599453,3,0,0
Austin,2600,TX,Travis,78705,Standard,Condo,Agent Referral,Rental,Conventional,7.8636512654486515,0,0.011983223487118035,0.007623356462987783,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,2.3702437414678603,1.6094379124341003,3,1,1
Austin,1370,TX,Travis,78745,Standard,Apartment,Direct Website,Rental,Conventional,7.223295679562314,1,0.019230769230769232,0.005869086135307883,0.9708029197080292,0.18181818181818182,7,2,0,0,0,0,0.0,1.0,2.2617630984737906,1.791759469228055,3,1,1
Austin,1581,TX,Travis,78759,Standard,Townhouse,Agent Referral,Rental,Conventional,7.366445148327599,1,0.02120441051738762,0.005333108449991567,0.9803921568627451,0.3884297520661157,7,2,0,0,0,0,0.0,1.0,3.6375861597263857,0.6931471805599453,14,1,1
Austin,1750,TX,Travis,78702,Standard,Single Family,Walk-in,Rental,Conventional,7.467942332285852,0,0.010383137784238397,0.005531141273565823,0.9853031175750595,0.21333333333333335,7,2,0,0,0,0,0.0,1.0,3.56953269648137,0.6931471805599453,3,1,1
Austin,1800,TX,Travis,78748,Standard,Apartment,Phone Call,Rental,Conventional,7.496097345175956,1,0.011544677903486492,0.006182422685369639,0.9888888888888889,0.2692307692307692,7,2,0,0,0,0,0.0,1.0,3.8199077165203406,1.3862943611198906,3,1,1
Austin,989,TX,Travis,78723,Standard,Apartment,Zillow,Rental,Conventional,6.897704943128636,0,0.00967117988394584,0.004736841853182809,0.9853031175750595,0.10204081632653061,7,2,0,0,0,0,0.0,1.0,2.7536607123542622,1.6094379124341003,14,1,1
Austin,1500,TX,Travis,78704,Standard,Condo,Zillow,Rental,Conventional,7.313886831633462,0,0.01008267795926598,0.003331858578685105,0.9853031175750595,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,3.2268439945173775,1.3862943611198906,3,1,1
Austin,2495,TX,Travis,78705,Standard,Condo,Phone Call,Rental,Conventional,7.822444729489319,0,0.011983223487118035,0.007696694345357431,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,2.5416019934645457,1.0986122886681098,3,1,1
Austin,1553,TX,Travis,78759,Standard,Townhouse,Zillow,Rental,Conventional,7.348587530927593,0,0.02120441051738762,0.005238657446449654,0.9853031175750595,0.3884297520661157,7,2,0,0,0,0,0.0,1.0,3.4111477125153233,1.3862943611198906,14,1,1
Austin,3350,TX,Travis,78722,Standard,Single Family,Phone Call,Rental,Conventional,8.11701408773731,0,0.004371584699453552,0.006639119276236908,0.9853031175750595,0.0,7,2,0,0,0,0,0.013254786450662739,1.0,3.077312260546414,1.791759469228055,3,1,1
Austin,1100,TX,Travis,78749,Standard,Condo,Realtor.com,Rental,Conventional,7.00397413672268,1,0.01465630954125751,0.005995792044129029,0.9818181818181818,0.3373493975903614,7,2,0,0,0,0,0.0,1.0,3.3357695763397,1.791759469228055,3,1,1
Austin,1996,TX,Travis,78745,Standard,Condo,Walk-in,Rental,Conventional,7.599401333415815,1,0.019230769230769232,0.006395661101480237,0.9919839679358717,0.18181818181818182,7,2,0,0,0,0,0.0,1.0,3.7376696182833684,1.791759469228055,3,1,1
Austin,879,TX,Travis,78758,Standard,Apartment,Agent Referral,Rental,Conventional,6.779921907472252,0,0.02003205128205128,0.014473197864201325,0.9853031175750595,0.3,7,2,0,0,0,0,0.0,1.0,3.885679030088544,1.3862943611198906,14,1,1
Austin,1455,TX,Travis,78745,Standard,Condo,Zillow,Rental,Conventional,7.283448228756631,0,0.019230769230769232,0.007016218024128847,0.9853031175750595,0.18181818181818182,7,2,0,0,0,0,0.0,1.0,3.2347491740244907,0.0,3,1,1
Austin,1850,TX,Travis,78758,Standard,Single Family,Agent Referral,Rental,Conventional,7.523481312573497,1,0.02003205128205128,0.007549435334883158,0.9783783783783784,0.3,7,2,0,0,0,0,0.9942006269592476,8.0,2.722938813595961,1.3217558399823195,14,0,0
Austin,2175,TX,Travis,78701,Standard,Condo,Zillow,Rental,Conventional,7.685243607975833,0,0.013245033112582781,0.0029754177958548206,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.8877303128591016,1.0986122886681098,3,1,1
Austin,1700,TX,Travis,78701,Standard,Condo,Phone Call,Rental,Conventional,7.438971592395862,0,0.013245033112582781,0.002539559275023947,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.681351187693145,1.0986122886681098,3,1,1
Austin,4850,TX,Travis,78759,Standard,Single Family,Realtor.com,Rental,Conventional,8.486940148245216,0,0.02120441051738762,0.005545851902884701,0.9853031175750595,0.3884297520661157,7,2,0,0,0,0,0.03,1.0,3.0819099697950434,1.791759469228055,14,1,1
Austin,2695,TX,Travis,78701,Standard,Condo,Phone Call,Rental,Conventional,7.899524472032198,0,0.013245033112582781,0.002624391584231557,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.417726683613366,0.6931471805599453,3,1,1
Austin,1395,TX,Travis,78745,Standard,Apartment,Walk-in,Rental,Conventional,7.241366283322318,1,0.019230769230769232,0.0027531422530247857,0.982078853046595,0.18181818181818182,7,2,0,0,0,0,0.0,1.0,3.6712245188752153,1.3862943611198906,3,1,1
Austin,2995,TX,Travis,78701,Standard,Condo,Zillow,Rental,Conventional,8.005033344637111,0,0.013245033112582781,0.0029603372629710095,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.7773481021015445,1.791759469228055,3,1,1
Austin,2600,TX,Travis,78705,Standard,Condo,Direct Website,Rental,Conventional,7.8636512654486515,0,0.011983223487118035,0.007951545240607184,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,1.9600947840472698,1.791759469228055,3,1,1
Austin,3300,TX,Travis,78701,Standard,Condo,Realtor.com,Rental,Conventional,8.101980731853192,0,0.013245033112582781,0.00321354071538558,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.7328963395307104,1.6094379124341003,3,1,1
Austin,4250,TX,Travis,78705,Standard,Single Family,Walk-in,Rental,Conventional,8.35490952835879,0,0.011983223487118035,0.005579273960809027,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.054505005561735265,1.0,3.86702563949741,1.3862943611198906,3,0,0
Austin,3195,TX,Travis,78722,Standard,Single Family,Direct Website,Rental,Conventional,8.069655306886165,1,0.004371584699453552,0.005276613454621124,0.97339593114241,0.0,7,2,0,0,0,0,0.0,1.0,3.4436180975461075,1.3862943611198906,3,0,0
Austin,1375,TX,Travis,78753,Standard,Townhouse,Zillow,Rental,Conventional,7.226936018493289,0,0.008682062858135092,0.004813397024669517,0.9853031175750595,0.058823529411764705,7,2,0,0,0,0,0.0,1.0,1.4586150226995167,0.0,14,1,1
Austin,2880,TX,Travis,78701,Standard,Condo,Realtor.com,Rental,Conventional,7.9658927350845286,0,0.013245033112582781,0.002853435259626049,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.768152635008444,1.6094379124341003,3,1,1
Austin,2700,TX,Travis,78701,Standard,Condo,Zillow,Rental,Conventional,7.901377353792616,0,0.013245033112582781,0.0026292605853154745,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.871201010907891,1.791759469228055,3,1,1
Austin,1250,TX,Travis,78745,Standard,Condo,Phone Call,Rental,Conventional,7.1316985104669115,0,0.019230769230769232,0.005098411579675529,0.9853031175750595,0.18181818181818182,7,2,0,0,0,0,0.07407407407407407,1.0,3.66612246699132,1.0986122886681098,3,1,1
Austin,1850,TX,Travis,78704,Standard,Condo,Walk-in,Rental,Conventional,7.523481312573497,0,0.01008267795926598,0.002826548471104653,0.9853031175750595,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,1.4816045409242156,0.6931471805599453,3,1,1
Austin,2245,TX,Travis,78701,Standard,Condo,Agent Referral,Rental,Conventional,7.716906135298388,0,0.013245033112582781,0.0033417345582092946,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.292126286607793,1.6094379124341003,3,1,1
Austin,1650,TX,Travis,78745,Standard,Condo,Realtor.com,Rental,Conventional,7.409136443920128,0,0.019230769230769232,0.007091884910828574,0.9853031175750595,0.18181818181818182,7,2,0,0,0,0,0.0,1.0,2.3608540011180215,1.3862943611198906,3,1,1
Austin,850,TX,Travis,78741,Standard,Apartment,Realtor.com,Rental,Conventional,6.7464121285733745,1,0.0244140625,0.013834466538901299,1.0,0.4041916167664671,7,2,0,0,0,0,0.0,1.0,1.8718021769015913,1.791759469228055,3,1,1
Austin,2100,TX,Travis,78704,Standard,Condo,Realtor.com,Rental,Conventional,7.650168700845001,0,0.01008267795926598,0.003259646185585317,0.9853031175750595,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,3.0633909220278057,1.3862943611198906,3,1,1
Austin,900,TX,Travis,78705,Standard,Condo,Direct Website,Rental,Conventional,6.803505257608338,0,0.011983223487118035,0.005594370819761804,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,1.9459101490553132,1.791759469228055,3,1,1
Austin,2600,TX,Travis,78705,Standard,Condo,Zillow,Rental,Conventional,7.8636512654486515,1,0.011983223487118035,0.007951545240607184,0.9923076923076923,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.2846635654062037,0.6931471805599453,3,1,1
Austin,3600,TX,Travis,78705,Standard,Condo,Direct Website,Rental,Conventional,8.188966863648876,0,0.011983223487118035,0.00872416502107104,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.4688560301359703,0.6931471805599453,3,1,1
Austin,2300,TX,Travis,78702,Standard,Condo,Agent Referral,Rental,Conventional,7.741099090035366,0,0.010383137784238397,0.003651868111544692,0.9853031175750595,0.21333333333333335,7,2,0,0,0,0,0.0,1.0,3.1135153092103742,1.0986122886681098,3,1,1
Austin,2395,TX,Travis,78701,Standard,Condo,Walk-in,Rental,Conventional,7.78155595923534,0,0.013245033112582781,0.003674369264599155,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,2.803360380906535,1.791759469228055,3,1,1
Austin,1825,TX,Travis,78702,Standard,Condo,Agent Referral,Rental,Conventional,7.509883061154913,0,0.010383137784238397,0.0040434191879360855,0.9853031175750595,0.21333333333333335,7,2,0,0,0,0,0.0,1.0,1.4350845252893227,1.791759469228055,3,1,1
Austin,1400,TX,Travis,78704,Standard,Condo,Agent Referral,Rental,Conventional,7.244941546337007,0,0.01008267795926598,0.0034175906122886983,0.9853031175750595,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,3.8607297110405954,1.0986122886681098,3,1,1
Austin,1850,TX,Travis,78704,Standard,Condo,Phone Call,Rental,Conventional,7.523481312573497,0,0.01008267795926598,0.0029982107326609257,0.9853031175750595,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,2.8507065015037334,1.0986122886681098,3,1,1
Austin,1750,TX,Travis,78731,Standard,Single Family,Phone Call,Rental,Conventional,7.467942332285852,1,0.025806451612903226,0.005302900301625939,0.9828571428571429,0.125,7,2,0,0,0,0,0.07651715039577836,1.0,1.824549292051046,1.791759469228055,14,0,0
Austin,1895,TX,Travis,78701,Standard,Condo,Walk-in,Rental,Conventional,7.547501682814967,1,0.013245033112582781,0.0028007461128525986,0.9920844327176781,0.5,7,2,0,0,0,0,0.0,1.0,3.6609942506244004,0.0,3,1,1
Austin,600,TX,Travis,78705,Standard,Single Family,Phone Call,Rental,Conventional,6.398594934535208,0,0.011983223487118035,0.003315182708006995,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.8732821771117156,1.6094379124341003,3,1,1
Austin,1750,TX,Travis,78701,Standard,Condo,Walk-in,Rental,Conventional,7.467942332285852,1,0.013245033112582781,0.0026848209657822637,0.9885714285714285,0.5,7,2,0,0,0,0,0.0,1.0,2.6100697927420065,0.6931471805599453,3,1,1
Austin,1345,TX,Travis,78704,Standard,Condo,Direct Website,Rental,Conventional,7.204892510204673,0,0.01008267795926598,0.0033377017107148166,0.9853031175750595,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,3.7471483622379123,1.6094379124341003,3,1,1
Austin,3000,TX,Travis,78701,Standard,Condo,Direct Website,Rental,Conventional,8.006700845440367,0,0.013245033112582781,0.0028743896054023578,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.8372994592322094,0.0,3,1,1
Austin,3275,TX,Travis,78703,Standard,Condo,Walk-in,Rental,Conventional,8.09437844497296,0,0.010075566750629723,0.0036556938698958756,0.9853031175750595,0.15789473684210525,7,2,0,0,0,0,0.0,1.0,2.9391619220655967,1.3862943611198906,3,1,1
Austin,2355,TX,Travis,78701,Standard,Condo,Walk-in,Rental,Conventional,7.764720544771477,0,0.013245033112582781,0.0022844038568768893,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.7864597824528,0.0,3,1,1
Austin,1475,TX,Travis,78704,Standard,Condo,Direct Website,Rental,Conventional,7.297091005160418,1,0.01008267795926598,0.0034411249189002678,0.9830508474576272,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,3.6428355156125294,1.0986122886681098,3,1,1
Austin,2450,TX,Travis,78702,Standard,Condo,Zillow,Rental,Conventional,7.804251383528112,0,0.010383137784238397,0.003712286577614215,0.9853031175750595,0.21333333333333335,7,2,0,0,0,0,0.0,1.0,3.6428355156125294,1.3862943611198906,3,1,1
Austin,2195,TX,Travis,78703,Standard,Condo,Phone Call,Rental,Conventional,7.694392802629421,0,0.010075566750629723,0.003845085280312848,0.9853031175750595,0.15789473684210525,7,2,0,0,0,0,0.0,1.0,3.2846635654062037,1.3862943611198906,3,1,1
Austin,1395,TX,Travis,78705,Standard,Condo,Zillow,Rental,Conventional,7.241366283322318,0,0.011983223487118035,0.006507523280023112,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.9947338618346546,6.0,3.0641694351072197,1.252762968495368,3,0,0
Austin,2000,TX,Travis,78727,Standard,Single Family,Direct Website,Rental,Conventional,7.601402334583733,0,0.0072406053146043,0.008106481553539095,0.9853031175750595,0.15789473684210525,7,2,0,0,0,0,0.0,1.0,2.509599262378372,1.6094379124341003,14,0,0
Austin,2050,TX,Travis,78701,Standard,Condo,Direct Website,Rental,Conventional,7.62608275807238,0,0.013245033112582781,0.0031373769040606517,0.9853031175750595,0.5,7,2,0,0,0,0,0.0,1.0,3.7773481021015445,1.3862943611198906,3,1,1
Austin,1236,TX,Travis,78757,Standard,Apartment,Direct Website,Rental,Conventional,7.1204443723924875,1,0.009739943508327652,0.004544953116381688,0.970873786407767,0.23636363636363636,7,2,0,0,0,0,0.0,1.0,2.5494451709255714,1.791759469228055,14,1,1
Austin,1755,TX,Travis,78745,Standard,Condo,Realtor.com,Rental,Conventional,7.470793774195062,0,0.019230769230769232,0.00565583791238672,0.9853031175750595,0.18181818181818182,7,2,0,0,0,0,0.0,1.0,2.3608540011180215,0.6931471805599453,3,1,1
Austin,2000,TX,Travis,78704,Standard,Condo,Zillow,Rental,Conventional,7.601402334583733,1,0.01008267795926598,0.003079884030046732,1.0,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,3.835141961092188,1.3862943611198906,3,1,1
Austin,1625,TX,Travis,78702,Standard,Condo,Agent Referral,Rental,Conventional,7.3938782901077555,0,0.010383137784238397,0.004043146669835499,0.9853031175750595,0.21333333333333335,7,2,0,0,0,0,0.0,1.0,1.1939224684724346,0.0,3,1,1
Austin,1595,TX,Travis,78744,Standard,Townhouse,Direct Website,Rental,Conventional,7.3752557780097545,0,0.007142857142857143,0.005761871912612018,0.9853031175750595,0.0,7,2,0,0,0,0,0.03333333333333333,1.0,2.4069451083182885,1.791759469228055,3,1,1
Austin,1300,TX,Travis,78756,Standard,Apartment,Agent Referral,Rental,Conventional,7.170888478512505,0,0.011420740063956145,0.006789752696315253,0.9853031175750595,0.1111111111111111,7,2,0,0,0,0,0.0,1.0,2.1400661634962708,0.6931471805599453,14,0,1
Austin,1595,TX,Travis,78705,Standard,Multi-Family,Agent Referral,Rental,Conventional,7.3752557780097545,0,0.011983223487118035,0.005665410449219097,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.7727609380946383,1.791759469228055,3,0,0
Austin,1800,TX,Travis,78754,Standard,Single Family,Realtor.com,Rental,Conventional,7.496097345175956,0,0.037037037037037035,0.005509888106416755,0.9853031175750595,0.0,7,2,0,0,0,0,0.0,1.0,3.3250360206965914,1.3862943611198906,14,0,1
Austin,3500,TX,Travis,78705,Standard,Townhouse,Realtor.com,Rental,Conventional,8.160803920954665,0,0.011983223487118035,0.0072519621737653014,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,2.785011242238338,1.0986122886681098,3,1,1
Austin,1400,TX,Travis,78705,Standard,Single Family,Direct Website,Rental,Conventional,7.244941546337007,0,0.011983223487118035,0.0058015697390122415,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.8607297110405954,1.791759469228055,3,1,1
Austin,1950,TX,Travis,78724,Standard,Single Family,Realtor.com,Rental,Conventional,7.576097340623111,0,0.012405408758218583,0.005657246741599947,0.9853031175750595,0.29292929292929293,7,2,0,0,0,0,0.0,1.0,3.169685580677429,1.6094379124341003,3,0,0
Austin,1500,TX,Travis,78745,Standard,Condo,Walk-in,Rental,Conventional,7.313886831633462,1,0.019230769230769232,0.00625492027666263,0.9866666666666667,0.18181818181818182,7,2,0,0,0,0,0.05956112852664577,1.0,3.2386784521643803,1.6094379124341003,3,1,1
Austin,1795,TX,Travis,78705,Standard,Single Family,Zillow,Rental,Conventional,7.493317248862145,0,0.011983223487118035,0.0037192206005453475,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,2.917770732084279,0.0,3,1,1
Austin,1895,TX,Travis,78705,Standard,Single Family,Walk-in,Rental,Conventional,7.547501682814967,0,0.011983223487118035,0.004244777859238686,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,2.7013612129514133,1.791759469228055,3,1,1
Austin,2400,TX,Travis,78704,Standard,Multi-Family,Phone Call,Rental,Conventional,7.783640596221253,0,0.01008267795926598,0.0030280206979345463,0.9853031175750595,0.17194570135746606,7,2,0,0,0,0,0.0,1.0,3.716008121502189,0.6931471805599453,3,1,1
Austin,1230,TX,Travis,78731,Standard,Apartment,Walk-in,Rental,Conventional,7.115582126184454,0,0.025806451612903226,0.0038179919175283946,0.9853031175750595,0.125,7,2,0,0,0,0,0.05747126436781609,1.0,3.5610460826040513,0.0,14,1,1
Austin,1937,TX,Travis,78754,Standard,Apartment,Direct Website,Rental,Conventional,7.569411792450712,0,0.037037037037037035,0.007821366924590071,0.9853031175750595,0.0,7,2,0,0,0,0,0.0,1.0,2.9391619220655967,0.6931471805599453,14,1,1
Austin,1100,TX,Travis,78748,Standard,Single Family,Zillow,Rental,Conventional,7.00397413672268,1,0.011544677903486492,0.006296911994357967,0.990909090909091,0.2692307692307692,7,2,0,0,0,0,0.12,1.0,2.3978952727983707,1.0986122886681098,3,0,0
Austin,999,TX,Travis,78705,Standard,Condo,Zillow,Rental,Conventional,6.907755278982137,0,0.011983223487118035,0.005519779208831647,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.265759410767051,1.6094379124341003,3,1,1
Austin,1000,TX,Travis,78705,Standard,Condo,Zillow,Rental,Conventional,6.90875477931522,0,0.011983223487118035,0.005525304513344992,0.9853031175750595,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,2.5416019934645457,1.791759469228055,3,1,1
Austin,1004,TX,Travis,78758,Standard,Apartment,Zillow,Rental,Conventional,6.912742820493176,0,0.02003205128205128,0.007096532778277032,0.9853031175750595,0.3,7,2,0,0,0,0,0.0,1.0,3.6838669122903918,1.3862943611198906,14,1,1
Austin,1100,TX,Travis,78705,Standard,Condo,Direct Website,Rental,Conventional,7.00397413672268,1,0.011983223487118035,0.0060778349646794915,0.9727272727272728,0.2589118198874296,7,2,0,0,0,0,0.0,1.0,3.4965075614664802,1.6094379124341003,3,1,1
Austin,1412,TX,Travis,78731,Standard,Apartment,Realtor.com,Rental,Conventional,7.253470382684528,0,0.025806451612903226,0.004382930558983816,0.9853031175750595,0.125,7,2,0,0,0,0,0.051712558764271326,1.0,0.5877866649021191,1.791759469228055,14,1,1
Austin,1952,TX,Travis,78721,Standard,Apartment,Zillow,Rental,Conventional,7.577121930876679,1,0.011611704598235021,0.004126818659596614,0.9784836065573771,0.23684210526315788,7,2,0,0,0,0,0.0,1.0,1.7047480922384253,1.3862943611198906,3,1,1
Austin,1314,TX,Travis,78759,Standard,Apartment,Realtor.com,Rental,Conventional,7.181591944611865,0,0.02120441051738762,0.004665737543386211,0.9853031175750595,0.3884297520661157,7,2,0,0,0,0,0.03025830258302583,1.0,1.4586150226995167,0.6931471805599453,14,1,1
